Order ID,Order Date,Category,Sub-Category,Region,Ship Mode,Sales,Quantity,Discount,Profit,Customer ID
ORD-02170,2026-07-02,Office Supplies,Paper,South,First Class,216.16,3,0.13,37.69,CUST-1323
ORD-02750,2026-07-02,Technology,Phones,South,Second Class,847.99,4,0.18,14.35,CUST-1137
ORD-00823,2026-07-03,Technology,Phones,East,First Class,917.55,7,0.09,315.75,CUST-1066
ORD-02487,2026-07-03,Technology,Phones,West,Second Class,642.42,5,0.24,98.65,CUST-1365
ORD-01779,2026-07-03,Furniture,Bookcases,South,Second Class,205.97,10,0.22,-20.68,CUST-1300
ORD-01969,2026-07-03,Furniture,Bookcases,Central,Second Class,217.02,5,0.22,-26.92,CUST-1910
ORD-02868,2026-07-04,Furniture,Chairs,West,First Class,215.24,2,0.23,47.11,CUST-1877
ORD-03192,2026-07-05,Office Supplies,Binders,South,First Class,839.11,6,0.1,236.72,CUST-1827
ORD-01185,2026-07-05,Office Supplies,Paper,West,Second Class,781.76,2,0.28,107.31,CUST-1337
ORD-02625,2026-07-05,Office Supplies,Storage,West,Second Class,742.3,1,0.18,101.92,CUST-1220
ORD-02803,2026-07-06,Furniture,Bookcases,South,Same Day,830.98,7,0.13,-28.46,CUST-1668
ORD-02471,2026-07-06,Furniture,Bookcases,South,Same Day,585.12,5,0.02,190.86,CUST-1430
ORD-03227,2026-07-06,Furniture,Bookcases,West,Standard Class,51.34,3,0.1,-1.38,CUST-1930
ORD-02109,2026-07-06,Office Supplies,Art,Central,Same Day,238.02,6,0.19,-2.83,CUST-1144
ORD-02943,2026-07-07,Furniture,Bookcases,East,Same Day,318.38,5,0.11,-35.66,CUST-1706
ORD-01813,2026-07-07,Furniture,Chairs,East,Same Day,962.89,9,0.15,139.23,CUST-1296
ORD-02108,2026-07-07,Furniture,Chairs,Central,First Class,533.8,1,0.11,85.24,CUST-1264
ORD-02342,2026-07-08,Furniture,Chairs,South,First Class,937.55,3,0.12,-50.6,CUST-1456
ORD-02179,2026-07-08,Furniture,Tables,East,Second Class,578.34,9,0.12,-40.99,CUST-1191
ORD-00606,2026-07-08,Office Supplies,Art,East,First Class,918.54,6,0.29,29.63,CUST-1940
ORD-02240,2026-07-08,Office Supplies,Art,East,Second Class,241.87,6,0.23,18.29,CUST-1100
ORD-01637,2026-07-09,Furniture,Tables,East,First Class,728.49,4,0.11,197.92,CUST-1779
ORD-02254,2026-07-09,Office Supplies,Art,East,Standard Class,199.93,6,0.12,-44.65,CUST-1485
ORD-01869,2026-07-09,Furniture,Tables,West,First Class,159.44,2,0.3,25.4,CUST-1511
ORD-01268,2026-07-09,Furniture,Tables,South,Standard Class,13.3,6,0.23,2.3,CUST-1699
ORD-00551,2026-07-09,Technology,Copiers,East,Same Day,729.61,9,0.18,-102.95,CUST-1563
ORD-00622,2026-07-09,Furniture,Chairs,Central,First Class,344.34,1,0.12,-39.59,CUST-1669
ORD-01632,2026-07-10,Furniture,Chairs,Central,Second Class,615.66,2,0.24,155.75,CUST-1549
ORD-01165,2026-07-10,Technology,Machines,Central,Same Day,703.11,3,0.22,94.14,CUST-1839
ORD-03060,2026-07-10,Office Supplies,Art,South,First Class,608.23,4,0.07,-121.48,CUST-1234
ORD-02138,2026-07-11,Technology,Accessories,East,Standard Class,862.17,7,0.07,72.06,CUST-1190
ORD-02248,2026-07-12,Furniture,Bookcases,East,Same Day,422.45,5,0.04,22.81,CUST-1913
ORD-03285,2026-07-12,Furniture,Tables,Central,First Class,783.08,10,0.17,16.32,CUST-1940
ORD-01930,2026-07-12,Office Supplies,Paper,East,Second Class,597.48,10,0.23,-23.3,CUST-1404
ORD-03045,2026-07-13,Furniture,Tables,Central,First Class,662.7,9,0.17,-145.88,CUST-1268
ORD-01263,2026-07-13,Technology,Machines,East,Second Class,628.61,3,0.19,77.35,CUST-1425
ORD-00857,2026-07-13,Technology,Copiers,East,Second Class,113.27,9,0.05,38.87,CUST-1617
ORD-01791,2026-07-13,Office Supplies,Storage,Central,First Class,377.18,10,0.2,150.4,CUST-1380
ORD-02320,2026-07-13,Technology,Copiers,South,Standard Class,897.14,8,0.04,345.77,CUST-1773
ORD-03142,2026-07-14,Office Supplies,Binders,South,First Class,937.32,5,0.07,142.78,CUST-1941
ORD-00549,2026-07-14,Furniture,Chairs,West,Second Class,399.14,6,0.14,-53.86,CUST-1604
ORD-00652,2026-07-14,Technology,Copiers,East,Second Class,892.98,8,0.03,10.87,CUST-1183
ORD-03141,2026-07-14,Office Supplies,Paper,South,Second Class,391.75,6,0.09,-40.71,CUST-1787
ORD-01847,2026-07-14,Office Supplies,Storage,South,Standard Class,407.22,6,0.18,4.05,CUST-1106
ORD-00317,2026-07-14,Office Supplies,Storage,Central,First Class,99.52,5,0.25,19.22,CUST-1041
ORD-02947,2026-07-14,Furniture,Bookcases,East,Second Class,261.11,7,0.0,-58.86,CUST-1401
ORD-01575,2026-07-15,Office Supplies,Art,Central,Same Day,423.79,4,0.24,121.65,CUST-1682
ORD-02473,2026-07-15,Technology,Accessories,South,First Class,359.21,2,0.1,58.85,CUST-1571
ORD-00410,2026-07-15,Furniture,Tables,South,Second Class,515.81,5,0.21,-106.93,CUST-1390
ORD-03225,2026-07-16,Office Supplies,Binders,East,Standard Class,337.29,6,0.16,74.96,CUST-1481
ORD-00747,2026-07-16,Office Supplies,Paper,West,First Class,803.54,5,0.1,-184.83,CUST-1072
ORD-01965,2026-07-17,Office Supplies,Paper,West,Standard Class,779.15,10,0.3,-47.69,CUST-1394
ORD-00785,2026-07-17,Office Supplies,Paper,West,Standard Class,306.21,10,0.2,66.5,CUST-1532
ORD-01460,2026-07-17,Office Supplies,Paper,West,Standard Class,956.54,2,0.02,-36.34,CUST-1488
ORD-02949,2026-07-17,Office Supplies,Storage,South,Same Day,859.13,1,0.12,-91.06,CUST-1332
ORD-02837,2026-07-18,Technology,Copiers,West,Standard Class,460.66,5,0.25,-102.91,CUST-1335
ORD-02946,2026-07-18,Furniture,Furnishings,South,First Class,858.45,1,0.06,-19.11,CUST-1512
ORD-01349,2026-07-19,Furniture,Chairs,Central,Standard Class,949.99,1,0.11,349.1,CUST-1115
ORD-02950,2026-07-20,Technology,Accessories,East,Same Day,762.7,1,0.07,-112.33,CUST-1594
ORD-01409,2026-07-20,Office Supplies,Paper,South,Standard Class,231.6,5,0.19,-30.11,CUST-1990
ORD-02660,2026-07-21,Office Supplies,Art,East,Same Day,528.78,4,0.06,160.64,CUST-1016
ORD-00493,2026-07-21,Technology,Machines,Central,Same Day,195.91,1,0.05,88.55,CUST-1022
ORD-00790,2026-07-21,Office Supplies,Binders,West,Standard Class,922.48,2,0.18,20.34,CUST-1123
ORD-02800,2026-07-21,Furniture,Bookcases,Central,Same Day,670.29,9,0.29,20.83,CUST-1603
ORD-03067,2026-07-22,Office Supplies,Binders,East,Same Day,491.42,4,0.2,-19.44,CUST-1929
ORD-03203,2026-07-22,Furniture,Furnishings,Central,Same Day,986.8,3,0.02,42.38,CUST-1469
ORD-02956,2026-07-22,Furniture,Tables,South,Second Class,303.08,6,0.08,136.96,CUST-1025
ORD-03074,2026-07-23,Furniture,Chairs,South,Second Class,961.91,5,0.23,189.3,CUST-1158
ORD-02851,2026-07-24,Office Supplies,Storage,West,Standard Class,332.28,5,0.04,46.79,CUST-1997
ORD-01322,2026-07-24,Furniture,Chairs,South,Same Day,406.31,2,0.11,165.11,CUST-1856
ORD-00158,2026-07-25,Furniture,Chairs,South,First Class,635.64,10,0.07,-109.44,CUST-1439
ORD-02514,2026-07-26,Technology,Machines,Central,Second Class,72.89,1,0.09,11.05,CUST-1292
ORD-00374,2026-07-26,Furniture,Bookcases,West,First Class,492.71,3,0.09,-113.7,CUST-1462
ORD-03193,2026-07-26,Office Supplies,Binders,Central,Standard Class,619.22,7,0.15,-124.7,CUST-1279
ORD-00638,2026-07-26,Technology,Accessories,Central,Standard Class,210.19,3,0.01,32.24,CUST-1287
ORD-03174,2026-07-27,Furniture,Furnishings,East,Second Class,905.83,9,0.15,48.51,CUST-1943
ORD-01112,2026-07-27,Office Supplies,Binders,West,Standard Class,505.63,9,0.06,200.59,CUST-1537
ORD-00862,2026-07-28,Office Supplies,Paper,East,Second Class,451.27,7,0.18,-37.94,CUST-1336
ORD-02111,2026-07-29,Furniture,Bookcases,Central,Second Class,46.28,4,0.15,5.01,CUST-1227
ORD-00005,2026-07-29,Technology,Phones,South,First Class,556.52,10,0.27,-4.34,CUST-1196
ORD-00645,2026-07-29,Technology,Phones,South,Same Day,774.12,7,0.06,289.06,CUST-1641
ORD-00746,2026-07-31,Technology,Machines,South,Standard Class,598.26,1,0.1,-142.64,CUST-1637
ORD-01656,2026-07-31,Technology,Copiers,East,Second Class,134.51,1,0.08,-32.47,CUST-1125
ORD-00498,2026-08-01,Technology,Phones,West,Same Day,395.23,5,0.28,-49.26,CUST-1745
ORD-01260,2026-08-01,Technology,Machines,Central,Same Day,480.85,9,0.0,-13.23,CUST-1354
ORD-03265,2026-08-02,Furniture,Chairs,South,First Class,744.77,6,0.16,-183.23,CUST-1027
ORD-01727,2026-08-02,Office Supplies,Storage,South,Second Class,858.45,10,0.27,65.58,CUST-1735
ORD-01886,2026-08-02,Office Supplies,Art,Central,First Class,465.96,8,0.09,-96.61,CUST-1765
ORD-02135,2026-08-02,Furniture,Furnishings,East,Standard Class,933.34,9,0.15,2.61,CUST-1411
ORD-00088,2026-08-03,Furniture,Tables,South,Standard Class,513.78,5,0.12,38.88,CUST-1483
ORD-02020,2026-08-03,Office Supplies,Storage,Central,Same Day,198.41,10,0.1,43.22,CUST-1482
ORD-00868,2026-08-03,Office Supplies,Art,South,Second Class,402.71,1,0.08,99.03,CUST-1139
ORD-01274,2026-08-04,Technology,Phones,East,First Class,685.2,7,0.26,251.71,CUST-1882
ORD-01797,2026-08-04,Technology,Accessories,Central,First Class,969.09,5,0.11,107.43,CUST-1282
ORD-02124,2026-08-05,Technology,Phones,West,Standard Class,533.53,4,0.19,184.03,CUST-1462
ORD-01147,2026-08-05,Furniture,Furnishings,East,Same Day,46.63,6,0.14,15.06,CUST-1223
ORD-03239,2026-08-05,Technology,Copiers,Central,Same Day,347.22,6,0.18,-0.94,CUST-1376
ORD-01521,2026-08-05,Technology,Accessories,East,Standard Class,642.21,4,0.18,108.88,CUST-1345
ORD-00641,2026-08-05,Office Supplies,Binders,South,Second Class,255.35,7,0.17,87.63,CUST-1605
ORD-03079,2026-08-05,Technology,Accessories,East,First Class,394.7,6,0.01,100.81,CUST-1601
ORD-02859,2026-08-06,Office Supplies,Art,South,Second Class,261.55,4,0.17,98.0,CUST-1148
ORD-02357,2026-08-07,Technology,Machines,Central,First Class,138.05,10,0.09,44.38,CUST-1991
ORD-01936,2026-08-07,Technology,Machines,West,First Class,387.9,9,0.01,-99.74,CUST-1791
ORD-00481,2026-08-07,Technology,Accessories,West,Standard Class,427.6,10,0.17,134.55,CUST-1073
ORD-00646,2026-08-08,Technology,Phones,East,Same Day,894.5,6,0.16,-47.13,CUST-1770
ORD-01708,2026-08-08,Furniture,Tables,West,First Class,87.81,3,0.0,-18.43,CUST-1768
ORD-00387,2026-08-08,Furniture,Chairs,West,First Class,853.73,6,0.24,-32.33,CUST-1756
ORD-02779,2026-08-09,Furniture,Bookcases,East,Second Class,705.59,8,0.15,192.59,CUST-1192
ORD-00066,2026-08-09,Technology,Machines,Central,First Class,499.36,6,0.05,-61.82,CUST-1816
ORD-00050,2026-08-09,Technology,Copiers,South,Same Day,832.26,9,0.13,-125.03,CUST-1882
ORD-01250,2026-08-09,Office Supplies,Binders,East,Same Day,465.65,1,0.27,84.68,CUST-1258
ORD-02258,2026-08-09,Office Supplies,Storage,South,First Class,969.02,2,0.13,-214.33,CUST-1301
ORD-02932,2026-08-10,Office Supplies,Paper,Central,First Class,488.35,8,0.21,-95.47,CUST-1426
ORD-01482,2026-08-11,Office Supplies,Paper,East,First Class,660.04,5,0.21,143.44,CUST-1207
ORD-03179,2026-08-12,Technology,Accessories,East,Second Class,763.36,5,0.04,181.57,CUST-1243
ORD-03146,2026-08-12,Office Supplies,Storage,East,Second Class,323.14,1,0.19,-77.98,CUST-1520
ORD-03088,2026-08-12,Technology,Accessories,South,Standard Class,969.73,7,0.02,-179.8,CUST-1073
ORD-02365,2026-08-13,Office Supplies,Paper,East,Standard Class,743.78,4,0.26,218.27,CUST-1748
ORD-01350,2026-08-13,Office Supplies,Paper,South,Standard Class,232.39,2,0.03,64.34,CUST-1982
ORD-02654,2026-08-14,Furniture,Chairs,South,Second Class,887.14,1,0.19,224.5,CUST-1229
ORD-01960,2026-08-14,Technology,Machines,Central,Same Day,337.52,8,0.12,80.1,CUST-1737
ORD-00911,2026-08-14,Furniture,Furnishings,East,Same Day,666.02,4,0.07,-101.37,CUST-1966
ORD-02078,2026-08-14,Technology,Machines,South,First Class,466.04,9,0.21,-6.67,CUST-1607
ORD-00487,2026-08-14,Technology,Copiers,South,Second Class,969.85,9,0.05,164.06,CUST-1646
ORD-02709,2026-08-15,Office Supplies,Paper,South,Second Class,846.09,10,0.09,160.11,CUST-1944
ORD-02788,2026-08-15,Furniture,Bookcases,Central,Second Class,307.08,6,0.3,53.2,CUST-1638
ORD-01486,2026-08-15,Office Supplies,Art,West,Same Day,678.95,7,0.11,27.41,CUST-1616
ORD-02917,2026-08-16,Office Supplies,Paper,South,Standard Class,975.82,4,0.13,323.33,CUST-1945
ORD-00852,2026-08-17,Technology,Machines,Central,First Class,319.94,4,0.13,126.24,CUST-1427
ORD-01100,2026-08-17,Office Supplies,Storage,South,Same Day,961.83,8,0.01,140.1,CUST-1980
ORD-00151,2026-08-18,Furniture,Bookcases,South,Same Day,771.74,7,0.15,22.91,CUST-1165
ORD-00598,2026-08-18,Technology,Copiers,South,Standard Class,960.98,5,0.09,-237.63,CUST-1945
ORD-01609,2026-08-18,Office Supplies,Storage,East,Standard Class,167.22,9,0.27,-12.44,CUST-1342
ORD-01331,2026-08-19,Office Supplies,Paper,Central,Standard Class,957.34,2,0.14,246.15,CUST-1872
ORD-01499,2026-08-19,Furniture,Bookcases,Central,Same Day,224.39,7,0.03,53.77,CUST-1607
ORD-01162,2026-08-20,Technology,Phones,West,First Class,835.52,1,0.21,324.71,CUST-1135
ORD-00700,2026-08-20,Office Supplies,Paper,East,Same Day,270.76,10,0.29,37.21,CUST-1361
ORD-02367,2026-08-20,Furniture,Chairs,South,Standard Class,834.5,7,0.09,223.13,CUST-1683
ORD-01517,2026-08-20,Technology,Machines,South,Second Class,474.63,2,0.21,180.05,CUST-1545
ORD-01304,2026-08-20,Furniture,Furnishings,South,Second Class,287.34,10,0.18,-59.5,CUST-1057
ORD-00078,2026-08-20,Office Supplies,Binders,West,Standard Class,709.89,8,0.02,-78.79,CUST-1270
ORD-00580,2026-08-21,Furniture,Tables,West,Standard Class,913.73,7,0.06,372.6,CUST-1338
ORD-02778,2026-08-21,Technology,Machines,Central,First Class,654.11,7,0.21,-28.58,CUST-1903
ORD-02781,2026-08-21,Furniture,Furnishings,South,First Class,483.44,3,0.04,104.65,CUST-1723
ORD-02007,2026-08-21,Furniture,Chairs,South,Standard Class,569.4,10,0.06,38.28,CUST-1080
ORD-00188,2026-08-21,Office Supplies,Binders,East,Same Day,142.6,5,0.22,34.6,CUST-1374
ORD-02326,2026-08-22,Technology,Phones,West,Second Class,737.55,7,0.12,250.59,CUST-1933
ORD-03183,2026-08-23,Office Supplies,Binders,Central,Second Class,232.69,9,0.17,55.16,CUST-1611
ORD-00474,2026-08-23,Technology,Copiers,Central,Second Class,503.78,4,0.13,132.26,CUST-1373
ORD-00435,2026-08-24,Technology,Accessories,Central,Same Day,231.07,10,0.22,-12.11,CUST-1475
ORD-01628,2026-08-24,Technology,Accessories,West,Standard Class,55.35,6,0.11,15.13,CUST-1545
ORD-01212,2026-08-24,Office Supplies,Art,East,Second Class,564.54,7,0.23,115.19,CUST-1363
ORD-00597,2026-08-25,Technology,Phones,Central,First Class,904.55,9,0.23,52.3,CUST-1524
ORD-01240,2026-08-25,Technology,Machines,South,Second Class,765.43,2,0.12,-30.52,CUST-1957
ORD-00156,2026-08-25,Technology,Accessories,South,Same Day,619.19,2,0.01,-78.14,CUST-1153
ORD-00671,2026-08-25,Furniture,Bookcases,South,Second Class,496.97,4,0.01,153.39,CUST-1504
ORD-02451,2026-08-25,Office Supplies,Binders,West,Second Class,209.58,7,0.27,76.27,CUST-1017
ORD-00354,2026-08-26,Furniture,Tables,Central,Same Day,152.41,10,0.2,2.61,CUST-1405
ORD-02955,2026-08-26,Office Supplies,Art,South,Standard Class,297.03,6,0.13,17.85,CUST-1524
ORD-00021,2026-08-26,Furniture,Furnishings,South,Second Class,103.38,7,0.11,2.66,CUST-1884
ORD-00399,2026-08-26,Technology,Copiers,South,First Class,106.46,4,0.0,-1.69,CUST-1648
ORD-00765,2026-08-27,Furniture,Furnishings,Central,Same Day,700.54,1,0.05,186.99,CUST-1480
ORD-00164,2026-08-27,Office Supplies,Binders,West,Standard Class,363.4,1,0.26,-9.27,CUST-1127
ORD-01992,2026-08-27,Technology,Copiers,South,First Class,320.69,5,0.24,-64.34,CUST-1326
ORD-02421,2026-08-27,Furniture,Tables,West,Standard Class,655.19,1,0.04,156.5,CUST-1022
ORD-01658,2026-08-28,Office Supplies,Paper,West,Same Day,721.0,4,0.16,-150.6,CUST-1274
ORD-02092,2026-08-28,Office Supplies,Binders,Central,Same Day,984.41,4,0.0,433.5,CUST-1457
ORD-00775,2026-08-28,Office Supplies,Art,West,First Class,273.36,7,0.11,56.44,CUST-1155
ORD-00425,2026-08-28,Furniture,Tables,West,Same Day,798.8,9,0.09,150.64,CUST-1305
ORD-02505,2026-08-29,Office Supplies,Binders,Central,Second Class,639.31,5,0.24,-99.0,CUST-1300
ORD-01998,2026-08-29,Furniture,Chairs,West,Same Day,495.64,8,0.07,155.94,CUST-1788
ORD-00972,2026-08-29,Furniture,Tables,East,Second Class,199.79,9,0.21,65.23,CUST-1777
ORD-00361,2026-08-29,Technology,Copiers,Central,Second Class,839.28,5,0.22,164.37,CUST-1291
ORD-00051,2026-08-30,Office Supplies,Art,West,Standard Class,768.16,9,0.15,-70.91,CUST-1450
ORD-01802,2026-08-30,Furniture,Chairs,East,Standard Class,408.95,7,0.03,187.26,CUST-1641
ORD-02251,2026-08-31,Technology,Phones,South,First Class,799.36,9,0.28,68.29,CUST-1402
ORD-02000,2026-08-31,Technology,Machines,Central,Second Class,842.25,4,0.28,150.36,CUST-1921
ORD-00204,2026-09-01,Office Supplies,Paper,Central,Standard Class,292.56,1,0.27,-48.79,CUST-1587
ORD-02720,2026-09-01,Office Supplies,Storage,West,Same Day,264.75,2,0.05,9.92,CUST-1526
ORD-00690,2026-09-01,Technology,Copiers,West,First Class,998.74,8,0.2,13.66,CUST-1535
ORD-02163,2026-09-01,Technology,Copiers,East,First Class,104.82,4,0.04,46.72,CUST-1576
ORD-00630,2026-09-01,Technology,Accessories,West,Second Class,643.43,9,0.14,-60.09,CUST-1178
ORD-00555,2026-09-01,Office Supplies,Storage,South,First Class,605.2,1,0.07,77.6,CUST-1634
ORD-01408,2026-09-02,Technology,Machines,Central,Same Day,455.17,4,0.2,69.22,CUST-1353
ORD-01622,2026-09-03,Office Supplies,Art,West,Same Day,228.36,3,0.01,-25.43,CUST-1497
ORD-02015,2026-09-03,Technology,Accessories,Central,First Class,256.69,2,0.29,90.79,CUST-1778
ORD-01651,2026-09-03,Office Supplies,Storage,East,Second Class,183.97,5,0.15,51.7,CUST-1321
ORD-01939,2026-09-03,Furniture,Chairs,East,Second Class,555.69,10,0.09,-100.14,CUST-1948
ORD-01685,2026-09-03,Technology,Accessories,South,First Class,219.84,6,0.18,-36.18,CUST-1104
ORD-00490,2026-09-04,Office Supplies,Binders,South,Standard Class,601.03,1,0.16,-75.3,CUST-1903
ORD-01819,2026-09-04,Technology,Phones,Central,First Class,592.95,4,0.21,-43.6,CUST-1809
ORD-00074,2026-09-05,Furniture,Chairs,South,Same Day,83.34,1,0.05,27.62,CUST-1971
ORD-01726,2026-09-05,Furniture,Tables,East,Same Day,282.15,2,0.29,-49.92,CUST-1642
ORD-02417,2026-09-06,Office Supplies,Binders,Central,Second Class,856.98,2,0.17,-120.1,CUST-1617
ORD-02117,2026-09-06,Furniture,Bookcases,Central,Same Day,501.6,8,0.13,1.36,CUST-1166
ORD-00920,2026-09-06,Technology,Accessories,South,Standard Class,707.1,7,0.02,241.27,CUST-1156
ORD-01853,2026-09-07,Office Supplies,Paper,South,Standard Class,699.47,7,0.26,65.13,CUST-1472
ORD-01989,2026-09-07,Furniture,Chairs,East,First Class,278.84,8,0.08,92.9,CUST-1006
ORD-03136,2026-09-08,Technology,Accessories,South,First Class,637.07,6,0.21,225.49,CUST-1934
ORD-00260,2026-09-08,Technology,Machines,South,First Class,792.81,6,0.21,219.11,CUST-1608
ORD-00444,2026-09-08,Furniture,Tables,South,First Class,251.23,3,0.17,-35.68,CUST-1644
ORD-01867,2026-09-08,Furniture,Bookcases,South,Second Class,261.26,4,0.01,-59.07,CUST-1746
ORD-03258,2026-09-08,Office Supplies,Binders,Central,First Class,120.89,4,0.23,-26.22,CUST-1908
ORD-01481,2026-09-09,Furniture,Tables,West,First Class,403.56,7,0.01,39.13,CUST-1850
ORD-00930,2026-09-09,Office Supplies,Binders,West,Same Day,489.35,7,0.09,-88.98,CUST-1333
ORD-01938,2026-09-09,Furniture,Bookcases,Central,Standard Class,867.57,2,0.3,-115.09,CUST-1739
ORD-00195,2026-09-10,Furniture,Furnishings,West,Second Class,41.25,2,0.06,2.05,CUST-1428
ORD-00344,2026-09-10,Furniture,Chairs,East,Second Class,179.12,5,0.29,10.03,CUST-1118
ORD-03275,2026-09-11,Office Supplies,Binders,East,Standard Class,364.77,5,0.0,-79.25,CUST-1767
ORD-01873,2026-09-11,Technology,Machines,East,First Class,552.26,5,0.06,3.62,CUST-1095
ORD-02894,2026-09-11,Office Supplies,Binders,East,First Class,461.52,6,0.11,-72.89,CUST-1693
ORD-03036,2026-09-12,Furniture,Tables,South,First Class,377.46,9,0.14,-57.47,CUST-1872
ORD-00596,2026-09-13,Technology,Phones,West,Standard Class,470.29,2,0.16,74.29,CUST-1251
ORD-00442,2026-09-14,Technology,Phones,West,Same Day,173.95,2,0.15,-11.14,CUST-1153
ORD-02650,2026-09-14,Office Supplies,Binders,East,Standard Class,544.03,5,0.28,16.53,CUST-1496
ORD-00889,2026-09-14,Furniture,Furnishings,South,First Class,761.27,5,0.18,-110.97,CUST-1744
ORD-00125,2026-09-14,Furniture,Chairs,Central,Standard Class,123.74,5,0.17,35.51,CUST-1865
ORD-01875,2026-09-15,Office Supplies,Storage,West,Second Class,321.71,7,0.26,40.7,CUST-1852
ORD-00264,2026-09-15,Furniture,Bookcases,South,First Class,124.91,3,0.1,-2.87,CUST-1803
ORD-01071,2026-09-15,Furniture,Chairs,Central,Standard Class,714.27,6,0.17,236.13,CUST-1675
ORD-00238,2026-09-16,Technology,Machines,East,First Class,536.89,7,0.0,66.32,CUST-1281
ORD-02983,2026-09-16,Technology,Accessories,East,Second Class,356.89,10,0.04,-70.12,CUST-1575
ORD-02442,2026-09-16,Furniture,Bookcases,Central,First Class,394.05,1,0.12,-82.66,CUST-1748
ORD-02209,2026-09-16,Office Supplies,Paper,West,Second Class,320.07,5,0.24,-13.12,CUST-1314
ORD-03223,2026-09-16,Office Supplies,Paper,Central,Same Day,970.25,1,0.12,198.66,CUST-1233
ORD-00065,2026-09-17,Office Supplies,Storage,Central,Standard Class,853.2,2,0.08,47.6,CUST-1768
ORD-01011,2026-09-17,Furniture,Chairs,Central,First Class,944.07,1,0.29,201.99,CUST-1981
ORD-00438,2026-09-17,Office Supplies,Binders,West,Same Day,239.43,5,0.11,-56.63,CUST-1211
ORD-01832,2026-09-18,Technology,Phones,West,Standard Class,598.6,10,0.23,94.21,CUST-1559
ORD-01088,2026-09-18,Furniture,Bookcases,East,Second Class,978.85,4,0.2,-146.2,CUST-1509
ORD-02369,2026-09-19,Office Supplies,Storage,East,Standard Class,563.11,10,0.12,214.22,CUST-1582
ORD-01177,2026-09-19,Furniture,Furnishings,Central,Second Class,206.59,2,0.29,56.58,CUST-1767
ORD-02044,2026-09-19,Office Supplies,Binders,West,Second Class,359.0,10,0.29,49.4,CUST-1711
ORD-00286,2026-09-20,Office Supplies,Binders,East,First Class,629.92,8,0.0,279.4,CUST-1161
ORD-00677,2026-09-20,Office Supplies,Art,West,First Class,225.7,9,0.07,-31.33,CUST-1918
ORD-01990,2026-09-21,Technology,Copiers,West,Standard Class,774.45,9,0.1,-201.54,CUST-1675
ORD-01024,2026-09-22,Furniture,Furnishings,East,Standard Class,460.03,9,0.05,33.2,CUST-1655
ORD-02745,2026-09-22,Office Supplies,Storage,West,First Class,52.31,6,0.04,-4.74,CUST-1734
ORD-01418,2026-09-23,Office Supplies,Binders,East,First Class,94.89,1,0.28,27.03,CUST-1339
ORD-02937,2026-09-23,Technology,Phones,West,Standard Class,139.38,2,0.21,19.48,CUST-1699
ORD-00026,2026-09-23,Furniture,Tables,Central,Second Class,969.02,10,0.22,-189.89,CUST-1321
ORD-01551,2026-09-23,Office Supplies,Storage,South,Standard Class,883.56,8,0.04,396.71,CUST-1251
ORD-02027,2026-09-24,Office Supplies,Art,East,Same Day,270.86,1,0.09,91.98,CUST-1059
ORD-02603,2026-09-24,Furniture,Chairs,East,First Class,649.67,3,0.21,112.1,CUST-1440
ORD-01921,2026-09-24,Technology,Phones,East,Same Day,575.48,9,0.02,77.48,CUST-1734
ORD-00629,2026-09-24,Furniture,Chairs,East,Second Class,926.88,10,0.27,22.31,CUST-1826
ORD-01498,2026-09-25,Furniture,Furnishings,Central,First Class,92.14,2,0.14,23.71,CUST-1247
ORD-01821,2026-09-25,Office Supplies,Paper,Central,Same Day,360.5,8,0.17,115.85,CUST-1674
ORD-03028,2026-09-26,Furniture,Chairs,East,Standard Class,452.95,4,0.14,-7.26,CUST-1289
ORD-00284,2026-09-26,Office Supplies,Binders,East,Same Day,638.49,6,0.26,159.01,CUST-1407
ORD-00764,2026-09-26,Furniture,Chairs,East,Same Day,580.64,9,0.02,235.75,CUST-1427
ORD-00096,2026-09-26,Technology,Phones,East,Second Class,634.85,5,0.3,132.17,CUST-1444
ORD-00858,2026-09-27,Furniture,Tables,West,First Class,912.23,7,0.09,-94.28,CUST-1675
ORD-02819,2026-09-27,Office Supplies,Art,South,Standard Class,617.14,5,0.2,223.53,CUST-1859
ORD-00793,2026-09-28,Furniture,Chairs,Central,First Class,871.72,7,0.14,-39.16,CUST-1463
ORD-01859,2026-09-29,Furniture,Chairs,West,Same Day,688.23,2,0.27,-8.59,CUST-1012
ORD-00091,2026-09-29,Furniture,Furnishings,South,Standard Class,339.12,9,0.11,134.7,CUST-1890
ORD-03102,2026-09-29,Office Supplies,Paper,South,Second Class,605.63,6,0.29,164.33,CUST-1323
ORD-00943,2026-09-29,Furniture,Bookcases,Central,Standard Class,611.39,1,0.05,265.56,CUST-1398
ORD-01228,2026-09-30,Office Supplies,Art,Central,Same Day,831.21,3,0.01,302.64,CUST-1394
ORD-02123,2026-10-01,Office Supplies,Art,West,First Class,844.16,1,0.05,-194.74,CUST-1763
ORD-01449,2026-10-01,Furniture,Bookcases,West,Standard Class,634.15,10,0.13,-111.73,CUST-1132
ORD-01752,2026-10-01,Furniture,Furnishings,West,Same Day,454.51,8,0.22,-23.35,CUST-1423
ORD-00863,2026-10-02,Office Supplies,Storage,East,First Class,295.03,8,0.1,99.34,CUST-1811
ORD-00173,2026-10-02,Furniture,Chairs,West,First Class,457.52,8,0.3,111.58,CUST-1990
